-15.2638722,-72.34096111111111,2004,9,1,0,19.8,0.2
-15.2638722,-72.34096111111111,2004,9,2,0,19.6,-0.2
-15.2638722,-72.34096111111111,2004,9,3,0,19.8,2.2
-15.2638722,-72.34096111111111,2004,9,4,0,20,1
-15.2638722,-72.34096111111111,2004,9,5,0,20.4,0.6
-15.2638722,-72.34096111111111,2004,9,6,0,18.8,2
-15.2638722,-72.34096111111111,2004,9,7,0,17.8,1.2
-15.2638722,-72.34096111111111,2004,9,8,2.4,17.4,1
-15.2638722,-72.34096111111111,2004,9,9,0,17.6,1.1
-15.2638722,-72.34096111111111,2004,9,10,0,20.4,2.4
-15.2638722,-72.34096111111111,2004,9,11,0,20.8,-0.4
-15.2638722,-72.34096111111111,2004,9,12,0,19.8,-1.2
-15.2638722,-72.34096111111111,2004,9,13,0,18.6,-2.4
-15.2638722,-72.34096111111111,2004,9,14,0,19.6,1.6
-15.2638722,-72.34096111111111,2004,9,15,0,20.4,-9.2
-15.2638722,-72.34096111111111,2004,9,16,0,18.8,-9.4
-15.2638722,-72.34096111111111,2004,9,17,0,18.4,-4.6
-15.2638722,-72.34096111111111,2004,9,18,0,18.2,-2.6
-15.2638722,-72.34096111111111,2004,9,19,0,20.3,-2.4
-15.2638722,-72.34096111111111,2004,9,20,0,20.6,1.8
-15.2638722,-72.34096111111111,2004,9,21,0,20.8,1
-15.2638722,-72.34096111111111,2004,9,22,0.01,20.4,1.6
-15.2638722,-72.34096111111111,2004,9,23,0,22.6,-3
-15.2638722,-72.34096111111111,2004,9,24,4.4,17.4,2.8
-15.2638722,-72.34096111111111,2004,9,25,0,19.8,-2.4
-15.2638722,-72.34096111111111,2004,9,26,0.9,19,0.8
-15.2638722,-72.34096111111111,2004,9,27,0,19.6,0.2
-15.2638722,-72.34096111111111,2004,9,28,0,19.4,0.4
-15.2638722,-72.34096111111111,2004,9,29,0,18.6,-1.4
-15.2638722,-72.34096111111111,2004,9,30,0,18.8,0.2
-15.2638722,-72.34096111111111,2004,10,1,0,19.2,-1.2
-15.2638722,-72.34096111111111,2004,10,2,0,19.8,-0.6
-15.2638722,-72.34096111111111,2004,10,3,0,20.8,-1.8
-15.2638722,-72.34096111111111,2004,10,4,0,19.2,0.2
-15.2638722,-72.34096111111111,2004,10,5,0,20.4,-2.4
-15.2638722,-72.34096111111111,2004,10,6,0.6,20.2,-0.2
-15.2638722,-72.34096111111111,2004,10,7,0,19.8,2.8
-15.2638722,-72.34096111111111,2004,10,8,0,21,-0.6
-15.2638722,-72.34096111111111,2004,10,9,0,19.2,-0.2
-15.2638722,-72.34096111111111,2004,10,10,0,19.8,0.8
-15.2638722,-72.34096111111111,2004,10,11,0,19.4,0
-15.2638722,-72.34096111111111,2004,10,12,0,19.2,0.4
-15.2638722,-72.34096111111111,2004,10,13,0,19.6,-3
-15.2638722,-72.34096111111111,2004,10,14,0,19.2,-0.4
-15.2638722,-72.34096111111111,2004,10,15,0,19,1.4
-15.2638722,-72.34096111111111,2004,10,16,0,20.8,1
-15.2638722,-72.34096111111111,2004,10,17,0,19.8,-0.4
-15.2638722,-72.34096111111111,2004,10,18,0,20.5,-1.2
-15.2638722,-72.34096111111111,2004,10,19,0,22.6,-0.2
-15.2638722,-72.34096111111111,2004,10,20,0,21.2,2.6
-15.2638722,-72.34096111111111,2004,10,21,0,20.8,0.2
-15.2638722,-72.34096111111111,2004,10,22,0,19.8,0.2
-15.2638722,-72.34096111111111,2004,10,23,0,21.2,-0.4
-15.2638722,-72.34096111111111,2004,10,24,0,20.2,-1.4
-15.2638722,-72.34096111111111,2004,10,25,0,20,-2.4
-15.2638722,-72.34096111111111,2004,10,26,0,16.8,-2
-15.2638722,-72.34096111111111,2004,10,27,0,18.8,-3.2
-15.2638722,-72.34096111111111,2004,10,28,0.5,21.2,0
-15.2638722,-72.34096111111111,2004,10,29,0,20.8,1.8
-15.2638722,-72.34096111111111,2004,10,30,0,20.6,0
-15.2638722,-72.34096111111111,2004,10,31,0,21.8,-0.2
-15.2638722,-72.34096111111111,2004,11,1,0,21.4,3.2
-15.2638722,-72.34096111111111,2004,11,2,0,21.6,3.4
-15.2638722,-72.34096111111111,2004,11,3,0,21.2,2
-15.2638722,-72.34096111111111,2004,11,4,0,20.2,0.2
-15.2638722,-72.34096111111111,2004,11,5,0,20,0.6
-15.2638722,-72.34096111111111,2004,11,6,0,20.8,3.4
-15.2638722,-72.34096111111111,2004,11,7,0,20,1.2
-15.2638722,-72.34096111111111,2004,11,8,0,21.2,1.8
-15.2638722,-72.34096111111111,2004,11,9,0,18,1.2
-15.2638722,-72.34096111111111,2004,11,10,0,20.2,-1
-15.2638722,-72.34096111111111,2004,11,11,0,21.2,-1.2
-15.2638722,-72.34096111111111,2004,11,12,0,18.6,-1
-15.2638722,-72.34096111111111,2004,11,13,0,18.2,-1.6
-15.2638722,-72.34096111111111,2004,11,14,0,17.8,1
-15.2638722,-72.34096111111111,2004,11,15,0,19.6,0
-15.2638722,-72.34096111111111,2004,11,16,0,19.8,0.2
-15.2638722,-72.34096111111111,2004,11,17,0,19.6,0.4
-15.2638722,-72.34096111111111,2004,11,18,0,19.2,1
-15.2638722,-72.34096111111111,2004,11,19,0,21.2,-0.8
-15.2638722,-72.34096111111111,2004,11,20,0,21.2,1.2
-15.2638722,-72.34096111111111,2004,11,21,0,22.2,1.2
