ano,mes,dia,pre,max,min
2008,7,10,0,14.4,-9.1
2008,7,11,0,15.1,-7.8
2008,7,12,0,14.2,-9.2
2008,7,13,0,14.8,-9.6
2008,7,14,0,14.2,-7.5
2008,7,15,0,15.2,-8.2
2008,7,16,0,15.4,-6.8
2008,7,17,0,15.2,-8.8
2008,7,18,0,14.6,-8.8
2008,7,19,0,15.4,-9.7
2008,7,20,0,13,-9.7
2008,7,21,0,12.2,-10.4
2008,7,22,0,15,-14.3
2008,7,23,0,15.2,-13
2008,7,24,0,14.8,-12.8
2008,7,25,0,14.6,-8.4
2008,7,26,0,15,-9
2008,7,27,0,15.6,-9.2
2008,7,28,0,14.1,-7.2
2008,7,29,0.8,13.4,-6.7
2008,7,30,0,14.2,-8.1
2008,7,31,0,13.8,-12.8
2008,8,1,0,13.6,-11.6
2008,8,2,0,15,-11.7
2008,8,3,0,14.8,-13.6
2008,8,4,0,16.2,-11.2
2008,8,5,0,14.5,-11
2008,8,6,0.05,13.8,-4.9
2008,8,7,0,-99.9,-3.6
2008,8,8,0,13.8,-1
2008,8,9,0,15.6,-7.3
2008,8,10,0,16,-8.2
2008,8,11,0,17.2,-8
2008,8,12,0,16.8,-9.8
2008,8,13,0,17.3,-10.4
2008,8,14,0,17,-13.9
2008,8,15,0,16.8,-11.4
2008,8,16,0,17,-12.1
2008,8,17,0,17.2,-13.2
2008,8,18,0,16.2,-11.3
2008,8,19,0,16.6,-7.4
2008,8,20,0,17.2,-7.7
2008,8,21,0,17.6,-8.4
2008,8,22,0,17.9,-7.2
2008,8,23,0,16.8,-6.6
2008,8,24,0,17.4,-8.2
2008,8,25,0,17,-7.8
2008,8,26,0,17.2,-8.2
2008,8,27,0,17.8,-8
2008,8,28,0,16.8,-9.8
2008,8,29,0,18.6,-7.8
2008,8,30,0,17.8,-12.8
2008,8,31,0,18.2,-10.6
2008,9,1,0,18.6,-8.4
2008,9,2,0,18.7,-6.8
2008,9,3,0,18.2,-7.6
2008,9,4,0,16,-8.8
2008,9,5,0,16.4,-8.7
2008,9,6,0,17.2,-10.6
2008,9,7,0,17.6,-9.3
2008,9,8,0,17.8,-9
2008,9,9,0,16.4,-5.4
2008,9,10,0,16,-6.4
2008,9,11,0,15.8,-6.3
2008,9,12,0,17.2,-9.4
2008,9,13,0,17.4,-12.1
2008,9,14,0,16.3,-10.2
2008,9,15,0,15.2,-6.2
2008,9,16,0,17.2,-8.8
2008,9,17,0,16.4,-10.6
2008,9,18,0,15.8,-11.8
2008,9,19,0,15.8,-9.6
2008,9,20,0,17.1,-7.2
2008,9,21,0,16.8,-9.6
2008,9,22,0,18,-9
2008,9,23,0,18.8,-8.1
2008,9,24,0,18.6,-9
2008,9,25,0,18.4,-8
2008,9,26,0,18,-8.1
2008,9,27,0.05,17.6,-3.4
2008,9,28,0.05,17.2,-1.1
2008,9,29,0,18.4,-5.2
2008,9,30,0,17.2,-2.8
2008,10,1,0,17.6,-3.2
2008,10,2,0,18.8,-4.6
2008,10,3,0,18.6,-4.2
2008,10,4,0,17.6,-7.1
2008,10,5,0,18.2,-7.3
2008,10,6,0,16,-8.4
2008,10,7,4.2,13.4,1.4
2008,10,8,3.3,12.2,1.2
2008,10,9,0,17.4,-0.4
2008,10,10,0,17.6,-5.2
2008,10,11,0,19.2,-7
2008,10,12,0,18.2,-5.4
2008,10,13,0,18,-3.3
2008,10,14,0,19.8,-0.4
2008,10,15,5.6,16.2,-2
2008,10,16,0.3,16.4,0
2008,10,17,0.8,14.3,1
2008,10,18,0,15,-0.9
2008,10,19,0,17.1,-6.6
2008,10,20,0,18.1,-8.2
2008,10,21,0,19.6,-6
2008,10,22,3.6,19.4,-5
2008,10,23,11.9,13.6,1.6
2008,10,24,2.7,14,0.3
2008,10,25,0,16.1,0
2008,10,26,0,18.2,-2.4
2008,10,27,0,15,-2.6
2008,10,28,0,17.8,0.1
2008,10,29,3.6,16.8,-0.8
2008,10,30,0,14.6,0
2008,10,31,0,17.8,-2.1
2008,11,1,0,18.6,-5.2
2008,11,2,0,17.6,-4
2008,11,3,0,17.4,2.2
2008,11,4,0,17.6,-0.4
2008,11,5,0,19.6,-1.9
2008,11,6,0,-99.9,-3
2008,11,7,0.5,19,-3.9
2008,11,8,0,17.8,-2.2
2008,11,9,0,19.6,-3.7
2008,11,10,0,-99.9,0.2
2008,11,11,0,18.6,-2.3
2008,11,12,0,-99.9,-6
2008,11,13,0,-99.9,-5.8
2008,11,14,2.3,16,-4.2
2008,11,15,1.5,15.8,0
2008,11,16,1.8,16.4,-1.2
2008,11,17,0,18,-4.2
2008,11,18,0,17.2,-5
2008,11,19,0,18.2,-4.2
2008,11,20,0,19.8,-0.6
2008,11,21,0.05,16.8,-5
2008,11,22,0,18.6,0
2008,11,23,0,19,-1.8
2008,11,24,0,18.3,-4
2008,11,25,0.8,16.8,0.4
2008,11,26,0,19.4,-5.4
2008,11,27,0,18.2,-4
2008,11,28,1.2,19,-2.6
2008,11,29,0,19.9,-3.8
2008,11,30,0,18.2,0.2
2008,12,1,2.6,15.4,-0.6
2008,12,2,0,17.4,0.8
2008,12,3,0,16.8,1.8
2008,12,4,0,16.6,-3.2
2008,12,5,0,19.2,-4
2008,12,6,9.1,18.2,1.3
2008,12,7,4.2,16.6,0
2008,12,8,16.4,11.8,0
2008,12,9,13,12.6,0.6
2008,12,10,1.3,14.8,-0.2
2008,12,11,0,16.8,0.4
2008,12,12,0,17.8,0.4
2008,12,13,3.8,18.4,-2
2008,12,14,10.3,15.2,3.8
2008,12,15,0,17.6,1
2008,12,16,0,18.4,-3.2
2008,12,17,7.9,16.4,-2
2008,12,18,16.2,15.2,1.6
2008,12,19,5.8,14.2,-0.2
2008,12,20,5.7,13.1,2.6
2008,12,21,0.05,15.8,0.9
2008,12,22,0.9,15.4,1
2008,12,23,2.6,13.8,4.1
2008,12,24,8.3,13.7,1.2
2008,12,25,0,16.4,1.2
2008,12,26,2.4,16.6,-0.1
2008,12,27,26,16,1.8
2008,12,28,0.05,12.6,-0.2
2008,12,29,0,15.4,-1.6
2008,12,30,4.2,15.8,0
2008,12,31,7.2,15.8,1.3
2009,1,1,10.8,13.2,1.8
2009,1,2,26.2,13.4,1.2
2009,1,3,2.8,12.6,0.4
2009,1,4,0,15.6,-1
2009,1,5,0,17.2,-2.2
2009,1,6,0,15.8,0.8
2009,1,7,0,14.3,2.3
2009,1,8,0,15.8,3
2009,1,9,5,16.8,-0.2
2009,1,10,1.8,14.4,0.2
2009,1,11,27,14.6,0.5
2009,1,12,0.5,13.2,0.7
2009,1,13,2.1,14.2,2.9
2009,1,14,0.8,15.6,2.4
2009,1,15,9.6,16,3.4
2009,1,16,0,15.8,1.2
2009,1,17,0,16.4,-0.6
2009,1,18,1.3,15.2,1.6
2009,1,19,3.6,14,2.8
2009,1,20,2.3,14.8,1.9
2009,1,21,0.05,15.2,0.6
2009,1,22,0,15.4,-0.8
2009,1,23,8.4,14.4,-0.2
2009,1,24,0,15.8,2.2
2009,1,25,4.5,15,-1
2009,1,26,0.8,13.6,0.4
2009,1,27,4.5,15.8,0.4
2009,1,28,6.3,13,1
2009,1,29,7.2,10.2,1.2
2009,1,30,0.2,14.8,0.2
2009,1,31,0,15.8,-0.2
2009,2,1,1,17,-0.6
2009,2,2,17.2,14.8,1.4
2009,2,3,8.7,12.9,1.6
2009,2,4,5.9,15.3,1.8
2009,2,5,3.1,15,1.5
2009,2,6,8.1,15.8,0.2
2009,2,7,0.7,16.6,3.4
2009,2,8,6.7,15,4.2
2009,2,9,7.7,11.2,3.1
2009,2,10,8.5,12.4,2.8
2009,2,11,2.6,14.2,2.9
2009,2,12,6.6,13.6,3.2
2009,2,13,0,13,3.8
2009,2,14,0.2,16.4,1.2
2009,2,15,0,16.2,2.2
2009,2,16,0,16,-2
2009,2,17,9.7,13.8,2.4
2009,2,18,3.4,13.8,1.6
2009,2,19,0.9,15,2.9
2009,2,20,7.1,15.3,1.9
2009,2,21,5.8,13.2,1
2009,2,22,2.8,14.2,0.4
2009,2,23,1.8,13.2,2.8
2009,2,24,4.9,12.6,2.8
2009,2,25,11.2,15,2.5
2009,2,26,19,14.2,0.6
2009,2,27,6.3,14.3,0.2
2009,2,28,21.3,14.6,1
2009,3,1,24.6,12.2,0.2
2009,3,2,1.1,12.6,-0.2
2009,3,3,0,13.2,2.8
2009,3,4,9.5,14.8,2.5
2009,3,5,15.5,13.3,3
2009,3,6,7.7,15,1.6
2009,3,7,0,15.5,3.2
2009,3,8,0,14.7,1.2
2009,3,9,0,14.2,2.2
2009,3,10,2.7,17,1.2
2009,3,11,0,15.6,-1
2009,3,12,0,15.2,-2.2
2009,3,13,1.7,16.4,-2.8
2009,3,14,24.9,13.6,1.6
2009,3,15,4.2,12.1,-0.1
2009,3,16,0,15.7,-1.6
2009,3,17,0.7,16.4,-1.8
2009,3,18,0.8,14.8,-0.8
2009,3,19,0.05,13.8,2.2
2009,3,20,5.3,13.3,1.6
2009,3,21,24.8,14,2.3
2009,3,22,2,12.1,2.2
2009,3,23,0.4,11.2,2.8
2009,3,24,0.05,15.6,2.6
2009,3,25,0,16.6,0.2
2009,3,26,0,13.8,0.4
2009,3,27,0,13.8,1.6
2009,3,28,4.6,15.4,0
2009,3,29,0,15.2,-0.4
2009,3,30,0,16.4,-3.2
2009,3,31,0,15.5,-2
2009,4,1,0,15.2,-2.2
2009,4,2,0,17,-0.8
2009,4,3,0,17.2,-2.5
2009,4,4,0,17.4,-2.8
2009,4,5,0,16.3,-2.6
2009,4,6,0,15,-0.2
2009,4,7,8.7,14.8,1.6
2009,4,8,29.2,13.6,1.8
2009,4,9,7.4,11.6,-0.2
2009,4,10,9.9,13,3
2009,4,11,2.4,12.8,0
2009,4,12,11.5,15,3.4
2009,4,13,0.8,15.6,3.3
2009,4,14,3.9,14.6,0.8
2009,4,15,0,13.2,1.2
2009,4,16,0,13.4,1.1
2009,4,17,0.2,14.4,-0.8
2009,4,18,0,15,-1.4
2009,4,19,0,15.2,-2.3
2009,4,20,0,14.6,-0.2
2009,4,21,0.1,12.8,3
2009,4,22,0,14,2.7
2009,4,23,0,15,-3
2009,4,24,0,15.6,-4
2009,4,25,0,15.7,-3.4
2009,4,26,0,14.2,-3.2
2009,4,27,0,16.2,-3.1
2009,4,28,0,16.6,-5.1
2009,4,29,0,15.4,-5.2
2009,4,30,0,14.6,-3.3
2009,5,1,0,13.8,-3.8
2009,5,2,0,14.2,-2.1
2009,5,3,0,15.7,-3.8
2009,5,4,0,15.1,-6
2009,5,5,0,15.2,-5.9
2009,5,6,0,15,-6.4
2009,5,7,0,14.8,-5.8
2009,5,8,0,14.6,-5.1
2009,5,9,0,16.2,-3.6
2009,5,10,0,14.2,-5.3
2009,5,11,10,14,-3.8
2009,5,12,0.5,10.6,-2.2
2009,5,13,0,15.4,-3.4
2009,5,14,0,15.2,-5.8
2009,5,15,0,15.6,-6.1
2009,5,16,0,15.2,-9.1
2009,5,17,0,14.8,-7.8
2009,5,18,0,14.4,-6.6
2009,5,19,0,14.2,-3.8
2009,5,20,0,13.8,-2.6
2009,5,21,0,15.8,-4.5
2009,5,22,0,15.3,-3.9
2009,5,23,0,15.6,-5.6
2009,5,24,0.4,13.4,-6.1
2009,5,25,0,15,-6.4
2009,5,26,0,15,-6.2
2009,5,27,0,15.8,-4.4
2009,5,28,0,14.6,-4
2009,5,29,0,14.2,-4.6
2009,5,30,0,14.9,-10
2009,5,31,0,14.8,-9.8
2009,6,1,0,15.8,-11.1
2009,6,2,0,15.4,-11
2009,6,3,0,15.1,-12.3
2009,6,4,0,15.4,-11.8
2009,6,5,0,15.2,-9.6
2009,6,6,0,15,-10
2009,6,7,0,15.4,-9.4
2009,6,8,0,15.8,-9.2
2009,6,9,0,16.3,-10.6
2009,6,10,0,14.6,-11.8
2009,6,11,0,14.8,-11.4
2009,6,12,0,13.8,-10.6
2009,6,13,0,13.2,-10.7
2009,6,14,0,14.8,-7.2
2009,6,15,0,13.8,-9.6
2009,6,16,0,14,-9.8
2009,6,17,0,14.1,-10.8
2009,6,18,0,13.5,-10.6
2009,6,19,0,14.2,-8.6
2009,6,20,0,14.9,-9.4
2009,6,21,0,15.4,-9.6
2009,6,22,0,14,-9.4
2009,6,23,0,15.2,-9.3
2009,6,24,0,14.6,-3
2009,6,25,0,14,-10.4
2009,6,26,0,14.6,-11.2
2009,6,27,0,14.8,-11.4
2009,6,28,0,15,-11
2009,6,29,0,16.2,-12.4
2009,6,30,0,15.2,-12.6
2009,7,1,0,15.6,-12.5
2009,7,2,0,15.2,-9.8
2009,7,3,0,15,-10.2
2009,7,4,0,14.6,-9.4
2009,7,5,0,14.4,-12
2009,7,6,0,14.2,-10.8
2009,7,7,0,15.2,-9.6
2009,7,8,0,14.8,-10.1
2009,7,9,0,14.4,-9.7
2009,7,10,0,15,-9.4
2009,7,11,0,15.2,-9
2009,7,12,0,14.6,-5.4
2009,7,13,0,12.4,-7.2
2009,7,14,0,14.6,-4.6
2009,7,15,0,17.6,-6.3
2009,7,16,0,15.8,-7.2
2009,7,17,0,14.2,-5.8
2009,7,18,0,14.8,-7.2
2009,7,19,0,15.2,-8.6
2009,7,20,0,12.4,-2.3
2009,7,21,0,12.6,-10.3
2009,7,22,0,14.2,-12
2009,7,23,0,13.8,-11.2
2009,7,24,0,14,-5.8
2009,7,25,3.2,12.2,-8.7
2009,7,26,7.1,9.2,-2.4
2009,7,27,0,9.4,-1.2
2009,7,28,0,12.2,-5.8
2009,7,29,0,12.8,-7.2
2009,7,30,0,14.2,-6.9
2009,7,31,0,15.4,-8.4
2009,8,1,0,15.6,-7.6
2009,8,2,0,15.2,-12
2009,8,3,0,16.6,-6.6
2009,8,4,0,16.8,-6.5
2009,8,5,0,16.2,-7.2
2009,8,6,0,15.8,-8.1
2009,8,7,0,13,-3.7
2009,8,8,0,13.4,-2.6
2009,8,9,0,13.8,-10.6
2009,8,10,0,14.4,-9.2
2009,8,11,0,14.6,-9
2009,8,12,0,14.4,-9.2
2009,8,13,0,15.6,-9.2
2009,8,14,0,15.6,-8.8
2009,8,15,0,16.6,-8.8
2009,8,16,0,14.9,-12
2009,8,17,0,16.6,-14.6
2009,8,18,0,17.2,-12.9
2009,8,19,0,16.3,-12.2
2009,8,20,0,17.2,-13.5
2009,8,21,0,15.2,-11.6
2009,8,22,0,14.4,-13.6
2009,8,23,0,14.4,-13.6
2009,8,24,0,15.8,-13
2009,8,25,0,15.8,-12.2
2009,8,26,0,17,-9.2
2009,8,27,0,16.6,-8.4
2009,8,28,0,15.8,-7.8
2009,8,29,0,15,-6.6
2009,8,30,0,16.2,-8.6
2009,8,31,0,15.4,-8.8
2009,9,1,0,16.4,-4.8
2009,9,2,0,10.2,-2.1
2009,9,3,0,16.2,-7.2
2009,9,4,0,17.4,-10.2
2009,9,5,0,17.1,-11.7
2009,9,6,0,17.8,-11.6
2009,9,7,0,17,-10.9
2009,9,8,0,18.8,-12.2
2009,9,9,0,18.4,-11.8
2009,9,10,0,18.8,-8.8
2009,9,11,0,16.8,-4.5
2009,9,12,0,19,-5.4
2009,9,13,0,-99.9,-5.8
2009,9,14,0,18.4,-5.9
2009,9,15,0,18,-0.4
2009,9,16,0,15.8,-5.4
2009,9,17,0,15.6,-2.2
2009,9,18,0,16.2,-5
2009,9,19,6.8,14.6,-3.8
2009,9,20,0,15.2,-4.4
2009,9,21,0,15.4,-3.2
2009,9,22,0,17,-6.9
2009,9,23,0,18.2,-9.6
2009,9,24,0,17.4,-6.8
2009,9,25,0.05,18.8,-6.6
2009,9,26,0,18.4,-4.8
2009,9,27,0.2,16.4,-5.4
2009,9,28,0,16.2,-3
2009,9,29,5,15.8,2.6
2009,9,30,0,17.1,1.9
2009,10,1,0,19,1.6
2009,10,2,0,17.4,-5.7
2009,10,3,0,18,-8.6
2009,10,4,0,18.4,-6.6
2009,10,5,0,19,-6.9
2009,10,6,0,18.8,-7
2009,10,7,0,18.2,-7.8
2009,10,8,0,19,-8.2
2009,10,9,0,20,-6
2009,10,10,0,19.9,-5.2
2009,10,11,0,19,-7.8
2009,10,12,0,19.2,-8.8
2009,10,13,0,19.4,-7.8
2009,10,14,0,18.8,-8.2
2009,10,15,0,19,-2
2009,10,16,0,20,-5
2009,10,17,0.05,17.4,-2.2
2009,10,18,0,19,-3.1
2009,10,19,0,16.8,0.6
2009,10,20,0,19.8,-3.5
2009,10,21,0,19.6,-3.8
2009,10,22,0.4,19,-4.7
2009,10,23,4.8,16.2,0.2
2009,10,24,5.5,14.4,0
2009,10,25,0.6,17.8,0.8
2009,10,26,4.3,19.4,0.4
2009,10,27,0,17.6,0.8
2009,10,28,0,17,-6.4
2009,10,29,0,18.4,-3.8
2009,10,30,0,19.2,-3.6
2009,10,31,0,19.4,-5.4
2009,11,1,0,18.6,-3.6
2009,11,2,0,16.1,-2.8
2009,11,3,0,15.4,-4.2
2009,11,4,0,19,-4.4
2009,11,5,0,19.2,-3.4
2009,11,6,0,18.4,-2.8
2009,11,7,0,18.6,-3.8
2009,11,8,0,19.2,-6.2
2009,11,9,0,19,-5.4
2009,11,10,0,21.4,-6
2009,11,11,0,21.8,-2.8
2009,11,12,1.9,19,-1.4
2009,11,13,2.6,15.6,-1
2009,11,14,7.6,16.2,0.8
2009,11,15,5.2,13.2,0.6
2009,11,16,0,15.5,0.2
2009,11,17,1.2,16.2,3.6
2009,11,18,0.4,16.4,1
2009,11,19,8.2,17.2,0.6
2009,11,20,3,14.3,1.8
2009,11,21,0,18.6,0.4
2009,11,22,3.8,16.6,0.8
2009,11,23,5,17.4,1.2
2009,11,24,0,17.2,0.6
2009,11,25,0.5,17.4,-0.4
2009,11,26,0.4,16.8,-0.6
2009,11,27,2.8,16.6,1.2
2009,11,28,3.8,16.4,2
2009,11,29,10.2,14.8,4.4
2009,11,30,13.4,15.8,1.6
2009,12,1,3.3,15.2,3.9
2009,12,2,0.2,16.8,-1.4
2009,12,3,0,15.4,2
2009,12,4,0,19.4,-1.9
2009,12,5,0,19.6,-2.1
2009,12,6,0,19.4,-1.9
2009,12,7,0,19.8,-2.2
2009,12,8,9,18.4,-3.4
2009,12,9,0,15.2,2.4
2009,12,10,0.2,13.6,2.7
2009,12,11,0,18.4,1
2009,12,12,0,19.4,-3.2
2009,12,13,0,16.2,2.8
2009,12,14,0,18.6,-0.8
2009,12,15,0,18.4,-0.2
2009,12,16,5.9,15.8,-1.1
2009,12,17,0,15,1.2
2009,12,18,1.7,15.2,3.4
2009,12,19,3.5,15.4,2.7
2009,12,20,6,17.6,2
2009,12,21,0,16,1.8
2009,12,22,3.9,17.6,-1.6
2009,12,23,4.1,16.1,2.2
2009,12,24,9.4,16.6,3.5
2009,12,25,7.3,13.8,2.6
2009,12,26,0.3,16.2,3.2
2009,12,27,0.6,16.4,2.2
2009,12,28,5.4,16.6,1.6
2009,12,29,0.8,16.4,-0.4
2009,12,30,1.2,17.8,-0.8
2009,12,31,0,17.6,0.6
2010,1,1,0,17.8,-2.4
2010,1,2,4,17.6,0.8
2010,1,3,0.9,15,1.6
2010,1,4,13.3,14.4,1
2010,1,5,0.2,15.4,2
2010,1,6,6.3,16.4,2
2010,1,7,0,-99.9,0.6
2010,1,8,12.5,17.4,1.8
2010,1,9,1.4,14.6,1.4
2010,1,10,4.5,15.4,3.8
2010,1,11,17.9,14.8,3.6
2010,1,12,11.5,14.9,2.5
2010,1,13,15.6,16.6,1.4
2010,1,14,20,16,2
2010,1,15,26.9,15.2,1.8
2010,1,16,13.7,15,0
2010,1,17,5.7,15.2,3.8
2010,1,18,10.4,12.8,3.2
2010,1,19,0.2,14.4,3.2
2010,1,20,0,17,2
2010,1,21,5,14,4.4
2010,1,22,10.8,13.6,4
2010,1,23,3.7,14.6,3.6
2010,1,24,3.3,13.8,3
2010,1,25,0,12.8,2.6
2010,1,26,0,14.2,0
2010,1,27,16.4,13.2,2.6
2010,1,28,6.4,14.8,0.8
2010,1,29,0.4,15.6,3
2010,1,30,8.8,13.8,3.2
2010,1,31,15.2,13.2,2.6
2010,2,1,7.9,13,3
2010,2,2,3.6,12.4,2.2
2010,2,3,2.2,17.4,4.2
2010,2,4,0.1,14.2,4.8
2010,2,5,3.4,13.8,5.1
2010,2,6,0,13.6,2.2
2010,2,7,1,15.3,0.6
2010,2,8,0.7,17.4,4.6
2010,2,9,10.9,16.2,3.4
2010,2,10,0,19.2,0.6
2010,2,11,0,17.6,0.8
2010,2,12,9.8,15.2,1.8
2010,2,13,3.8,14.2,2
2010,2,14,2.4,16.2,3.5
2010,2,15,4.2,17,1.8
2010,2,16,9.3,18,1.8
2010,2,17,4.6,15.1,2
2010,2,18,0,15,3.8
2010,2,19,9.7,16.2,4.2
2010,2,20,17,15,4.2
2010,2,21,11.7,14.2,2.8
2010,2,22,0.5,15,0.8
2010,2,23,2.5,12.6,4
2010,2,24,33.2,14.4,3.2
2010,2,25,11.1,16.2,0.3
2010,2,26,6.5,15.4,3
2010,2,27,6.3,15.2,3.6
2010,2,28,3.7,15,3
2010,3,1,1.5,15.2,2.8
2010,3,2,2.8,16,4.2
2010,3,3,0.5,17,3.4
2010,3,4,2,15.9,1.8
2010,3,5,9,14.4,3.6
2010,3,6,4.7,13.4,4.2
2010,3,7,1.3,15.8,0.2
2010,3,8,0,16.8,0.1
2010,3,9,0,16,1.3
2010,3,10,0,17.8,0.4
2010,3,11,1,16.1,0
2010,3,12,15.2,15,3.2
2010,3,13,0,15.4,1.6
2010,3,14,0.1,17.6,-1.7
2010,3,15,3,16.8,1.8
2010,3,16,11.8,16,2.8
2010,3,17,5.6,15.3,2
2010,3,18,2,16.2,0.2
2010,3,19,1.1,14,2.5
2010,3,20,0.2,15.8,2
2010,3,21,0.5,16.2,0.8
2010,3,22,0.3,17.2,0.3
2010,3,23,0,16,-1.1
2010,3,24,1.8,15.6,1.6
2010,3,25,1.9,12.8,4.3
2010,3,26,7.3,16.2,3.4
2010,3,27,3,15.6,4.2
2010,3,28,4.2,13.3,2.8
2010,3,29,0,16.8,-1.2
2010,3,30,0,17.4,-0.4
2010,3,31,0.7,16.7,1.4
2010,4,1,0.7,17,-0.4
2010,4,2,0.9,15.4,-0.6
2010,4,3,1.2,15.4,0.8
2010,4,4,5.5,15.2,2.5
2010,4,5,1.1,13.2,2.6
2010,4,6,5.5,14.8,3.6
2010,4,7,0.9,16,2.2
2010,4,8,0.4,15.6,1.7
2010,4,9,4.8,14.4,2.8
2010,4,10,0,16,-1.4
2010,4,11,0,16.2,-2.4
2010,4,12,0,15,-4.1
2010,4,13,0,14.8,-3.4
2010,4,14,0,14.2,-2.6
2010,4,15,0,14.6,-2.4
2010,4,16,9.6,15.2,-1.6
2010,4,17,0,14.6,0.8
2010,4,18,0,14.8,-1.2
2010,4,19,0,14.6,1.1
2010,4,20,0,17.6,1.8
2010,4,21,2.9,16.6,-0.2
2010,4,22,0,16.8,-1
2010,4,23,2.4,17.2,-0.8
2010,4,24,0,18,-2.2
2010,4,25,0,17.6,-3
2010,4,26,0,18.2,-5.6
2010,4,27,0,17,-5.8
2010,4,28,0,17.4,-4.4
2010,4,29,0,15.2,-99.9
2010,4,30,7.6,15,-99.9
2010,5,1,2.2,13,1.6
2010,5,2,0,13.8,-3.9
2010,5,3,0,15,-7.2
2010,5,4,0,14.8,-5.2
2010,5,5,0,16.6,-5.8
2010,5,6,0,16.8,-6.4
2010,5,7,0,18.1,-4.4
2010,5,8,0,18.4,-5.6
2010,5,9,0,17.6,-6
2010,5,10,0,16.8,-8.1
2010,5,11,0,17,-9.8
2010,5,12,0,17.2,-7.2
2010,5,13,0.05,16.2,-5.8
2010,5,14,0,12.6,-5.2
2010,5,15,0,13.6,-5
2010,5,16,0,13.8,2.2
2010,5,17,0,16.8,-5.4
2010,5,18,0,16.4,-6.2
2010,5,19,0.3,18.4,-5
2010,5,20,2.2,14.6,-3.4
2010,5,21,1.2,14.8,-0.2
2010,5,22,0,15.8,-5.8
2010,5,23,0,14.2,-6.8
2010,5,24,0,14.8,-5.8
2010,5,25,0,14.3,-6.4
2010,5,26,0.05,11,-3.3
2010,5,27,0,13.4,2
2010,5,28,0,13.6,2.5
2010,5,29,0,14.2,-5
2010,5,30,0,16.3,-6.4
2010,5,31,0,16.8,-5.4
2010,6,1,0,16,-6.2
2010,6,2,0,15.8,-7.8
2010,6,3,0,16.6,-8.2
2010,6,4,0,14.8,-5.8
2010,6,5,0,15,-3.4
2010,6,6,0,14.3,-5.9
2010,6,7,0,17.1,-6.7
2010,6,8,0,16.1,-6
2010,6,9,0,15.8,-7.1
2010,6,10,0,15.2,-6.9
2010,6,11,0,14.2,-6.2
2010,6,12,0,15.4,-6.9
2010,6,13,0,15.8,-7.6
2010,6,14,0,16,-8.6
2010,6,15,0,16.8,-7.9
2010,6,16,0,16.4,-7.4
2010,6,17,0,17.2,-6.8
2010,6,18,0,16.2,-7.6
2010,6,19,0,16.4,-6.8
2010,6,20,0,16,-6.3
2010,6,21,0.05,16.4,-3.7
2010,6,22,0,16.2,-4.6
2010,6,23,0,16.6,-6
2010,6,24,0,15.6,-7.2
2010,6,25,0,15.2,-6.2
2010,6,26,0,15.5,-6.4
2010,6,27,0,15.4,-7
2010,6,28,0,13.2,-7
2010,6,29,0,14,-4.9
2010,6,30,0,14,-8.6
2010,7,1,0,17.5,-5.4
2010,7,2,0,15.8,-7.9
2010,7,3,0,16.8,-7.2
2010,7,4,0,15.8,-7
2010,7,5,0,16.6,-8.2
2010,7,6,0,16.4,-9.2
2010,7,7,0,17,-9.8
2010,7,8,0,17.2,-8.8
2010,7,9,0,16.6,-9.2
2010,7,10,0,15.8,-8.6
2010,7,11,0,14.6,-11.7
2010,7,12,0,15.8,-14
2010,7,13,0,16.2,-12.4
2010,7,14,0,15.4,-12.2
2010,7,15,0,12.6,-9
2010,7,16,0,13.9,-8.2
2010,7,17,0.4,14,-3.2
2010,7,18,0,14.4,-99.9
2010,7,19,0,15.2,-13.4
2010,7,20,0,16.2,-11.8
2010,7,21,0,15.6,-11.1
2010,7,22,0,16.8,-11.3
2010,7,23,0,18.4,-11.6
2010,7,24,0,17.8,-10.2
2010,7,25,0,16.6,-11.1
2010,7,26,0,16.4,-9.6
2010,7,27,0,17.2,-10.2
2010,7,28,0,16,-10
2010,7,29,0,16.6,-7.6
2010,7,30,0,16.4,-8.4
2010,7,31,0,14.6,-9.2
2010,8,1,0,15.4,-12.3
2010,8,2,0,15.8,-9
2010,8,3,0,16.8,-5.8
2010,8,4,0,14.4,-9.6
2010,8,5,0,16.8,-8
2010,8,6,0,17.4,-8.4
2010,8,7,0,17.2,-9.2
2010,8,8,0,17.9,-9.2
2010,8,9,0,15.8,-9
2010,8,10,0,15.6,-9.8
2010,8,11,0,17,-5.8
2010,8,12,0,15.2,-9.2
2010,8,13,0,16.8,-9
2010,8,14,0,17.6,-9.1
2010,8,15,0,17.2,-8.2
2010,8,16,0,17.4,-7.4
2010,8,17,0,16.8,-7.2
2010,8,18,0,16.4,-8.6
2010,8,19,0,16.3,-8.4
2010,8,20,0,15.6,-8
2010,8,21,0,15.4,-7.9
2010,8,22,0,17.1,-9
2010,8,23,0,18.6,-7.1
2010,8,24,0,18.8,-6
2010,8,25,0,19.2,-5
2010,8,26,0,18,-6.4
2010,8,27,0,19.2,-6.6
2010,8,28,0,18.2,-8
2010,8,29,0,16.4,-8.1
2010,8,30,0.05,15.6,-5.4
2010,8,31,0,13.8,-1.8
2010,9,1,1.7,7.8,-1.3
2010,9,2,0.8,12,-0.1
2010,9,3,0,15.6,0
2010,9,4,0,17.8,-5.1
2010,9,5,0,18,-6.4
2010,9,6,0,17.7,-5.8
2010,9,7,0,18,-6.7
2010,9,8,0,17,-4.8
2010,9,9,0,18,-5.6
